t,x,y,z
5.600000000000000533e+00,3.070074801546329013e+02,7.020843132741006798e+01,4.596029531078059449e+00
5.700000000000000178e+00,3.072183280145370645e+02,7.066090331539953695e+01,4.624530058418739209e+00
5.800000000000000711e+00,3.074291758744412277e+02,7.111337530338900592e+01,4.653030585759418969e+00
5.900000000000000355e+00,3.076400237343453909e+02,7.156584729137847489e+01,4.681531113100098729e+00
6.000000000000000000e+00,3.078508715942495542e+02,7.201831927936794386e+01,4.710031640440778489e+00
6.100000000000000533e+00,3.080617194541537174e+02,7.247079126735741283e+01,4.738532167781458249e+00
6.200000000000000178e+00,3.082725673140578806e+02,7.292326325534686760e+01,4.767032695122138009e+00
6.300000000000000711e+00,3.084834151739620438e+02,7.337573524333633657e+01,4.795533222462816880e+00
6.400000000000000355e+00,3.086942630338662070e+02,7.382820723132579133e+01,4.824033749803496640e+00
6.500000000000000000e+00,3.089051108937703702e+02,7.428067921931526030e+01,4.852534277144176400e+00
6.600000000000000533e+00,3.091159587536745335e+02,7.473315120730472927e+01,4.881034804484856160e+00
6.700000000000000178e+00,3.093268066135786967e+02,7.518562319529419824e+01,4.909535331825535920e+00
6.800000000000000711e+00,3.095376544734828030e+02,7.563809518328366721e+01,4.938035859166215680e+00
6.900000000000000355e+00,3.097485023333869663e+02,7.609056717127312197e+01,4.966536386506895440e+00
7.000000000000000000e+00,3.099593501932911295e+02,7.654303915926259094e+01,4.995036913847574311e+00
7.100000000000000533e+00,3.101701980531952927e+02,7.699551114725205991e+01,5.023537441188254959e+00
7.200000000000000178e+00,3.103810459130994559e+02,7.744798313524151467e+01,5.052037968528933831e+00
7.300000000000000711e+00,3.105918937730036191e+02,7.790045512323098365e+01,5.080538495869613591e+00
7.400000000000000355e+00,3.108027416329077823e+02,7.835292711122045262e+01,5.109039023210293351e+00
7.500000000000000000e+00,3.110135894928119455e+02,7.880539909920992159e+01,5.137539550550972223e+00
7.600000000000000533e+00,3.112244373527161088e+02,7.925787108719939056e+01,5.166040077891652871e+00
7.700000000000000178e+00,3.114352852126202720e+02,7.971034307518885953e+01,5.194540605232331743e+00
7.800000000000000711e+00,3.116461330725244352e+02,8.016281506317831429e+01,5.223041132573012391e+00
7.900000000000000355e+00,3.118569809324285984e+02,8.061528705116778326e+01,5.251541659913691262e+00
8.000000000000000000e+00,3.120678287923327616e+02,8.106775903915723802e+01,5.280042187254371022e+00
8.099999999999999645e+00,3.122786766522369248e+02,8.152023102714670699e+01,5.308542714595050782e+00
8.200000000000001066e+00,3.124895245121410881e+02,8.197270301513617596e+01,5.337043241935730542e+00
8.300000000000000711e+00,3.127003723720451944e+02,8.242517500312564493e+01,5.365543769276410302e+00
8.400000000000000355e+00,3.129112202319493576e+02,8.287764699111511391e+01,5.394044296617089174e+00
8.500000000000000000e+00,3.131220680918535209e+02,8.333011897910458288e+01,5.422544823957769822e+00
8.599999999999999645e+00,3.133329159517576841e+02,8.378259096709405185e+01,5.451045351298448693e+00
8.700000000000001066e+00,3.135437638116618473e+02,8.423506295508352082e+01,5.479545878639129342e+00
8.800000000000000711e+00,3.137546116715660105e+02,8.468753494307297558e+01,5.508046405979808213e+00
8.900000000000000355e+00,3.139654595314701737e+02,8.514000693106243034e+01,5.536546933320487973e+00
9.000000000000000000e+00,3.141763073913743369e+02,8.559247891905189931e+01,5.565047460661167733e+00
9.099999999999999645e+00,3.143871552512785001e+02,8.604495090704136828e+01,5.593547988001846605e+00
9.200000000000001066e+00,3.145980031111826634e+02,8.649742289503083725e+01,5.622048515342527253e+00
9.300000000000000711e+00,3.148088509710868266e+02,8.694989488302030622e+01,5.650549042683206125e+00
9.400000000000000355e+00,3.150196988309909898e+02,8.740236687100977520e+01,5.679049570023885884e+00
9.500000000000000000e+00,3.152305466908951530e+02,8.785483885899922996e+01,5.707550097364565644e+00
9.600000000000001421e+00,3.154413945507993162e+02,8.830731084698871314e+01,5.736050624705246292e+00
9.700000000000001066e+00,3.156522424107034794e+02,8.875978283497816790e+01,5.764551152045925164e+00
9.800000000000000711e+00,3.158630902706075858e+02,8.921225482296762266e+01,5.793051679386604036e+00
9.900000000000000355e+00,3.160739381305117490e+02,8.966472681095709163e+01,5.821552206727284684e+00
1.000000000000000000e+01,3.162847859904159122e+02,9.011719879894656060e+01,5.850052734067963556e+00
1.010000000000000142e+01,3.164956338503200755e+02,9.056967078693602957e+01,5.878553261408644204e+00
1.020000000000000107e+01,3.167064817102242387e+02,9.102214277492549854e+01,5.907053788749323076e+00
1.030000000000000071e+01,3.169173295701284019e+02,9.147461476291496751e+01,5.935554316090002835e+00
1.040000000000000036e+01,3.171281774300325651e+02,9.192708675090442227e+01,5.964054843430682595e+00
1.050000000000000000e+01,3.173390252899367283e+02,9.237955873889389125e+01,5.992555370771361467e+00
1.060000000000000142e+01,3.175498731498408915e+02,9.283203072688336022e+01,6.021055898112042115e+00
1.070000000000000107e+01,3.177607210097450547e+02,9.328450271487282919e+01,6.049556425452721875e+00
1.080000000000000071e+01,3.179715688696492180e+02,9.373697470286228395e+01,6.078056952793400747e+00
1.090000000000000036e+01,3.181824167295533812e+02,9.418944669085175292e+01,6.106557480134080507e+00
1.100000000000000000e+01,3.183932645894575444e+02,9.464191867884122189e+01,6.135058007474760267e+00
1.110000000000000142e+01,3.186041124493617076e+02,9.509439066683069086e+01,6.163558534815440026e+00
1.120000000000000107e+01,3.188149603092658708e+02,9.554686265482015983e+01,6.192059062156119786e+00
1.130000000000000071e+01,3.190258081691699772e+02,9.599933464280961459e+01,6.220559589496799546e+00
1.140000000000000036e+01,3.192366560290741404e+02,9.645180663079908356e+01,6.249060116837478418e+00
1.150000000000000000e+01,3.194475038889783036e+02,9.690427861878853832e+01,6.277560644178159066e+00
1.160000000000000142e+01,3.196583517488824668e+02,9.735675060677802151e+01,6.306061171518837938e+00
1.170000000000000107e+01,3.198691996087866301e+02,9.780922259476747627e+01,6.334561698859518586e+00
1.180000000000000071e+01,3.200800474686907933e+02,9.826169458275694524e+01,6.363062226200197458e+00
1.190000000000000036e+01,3.202908953285949565e+02,9.871416657074641421e+01,6.391562753540876329e+00
1.200000000000000000e+01,3.205017431884991197e+02,9.916663855873588318e+01,6.420063280881556977e+00
1.210000000000000142e+01,3.207125910484032829e+02,9.961911054672535215e+01,6.448563808222236737e+00
1.220000000000000107e+01,3.209234389083074461e+02,1.000715825347148211e+02,6.477064335562916497e+00
1.230000000000000071e+01,3.211342867682116093e+02,1.005240545227042617e+02,6.505564862903595369e+00
1.240000000000000036e+01,3.213451346281157726e+02,1.009765265106937306e+02,6.534065390244275129e+00
1.250000000000000000e+01,3.215559824880199358e+02,1.014289984986831996e+02,6.562565917584954889e+00
1.260000000000000142e+01,3.217668303479240990e+02,1.018814704866726686e+02,6.591066444925634649e+00
1.270000000000000107e+01,3.219776782078282622e+02,1.023339424746621376e+02,6.619566972266314409e+00
1.280000000000000071e+01,3.221885260677323686e+02,1.027864144626516065e+02,6.648067499606993280e+00
1.290000000000000036e+01,3.223993739276365318e+02,1.032388864506410755e+02,6.676568026947673928e+00
1.300000000000000000e+01,3.226102217875406950e+02,1.036913584386305303e+02,6.705068554288352800e+00
1.310000000000000142e+01,3.228210696474448582e+02,1.041438304266199992e+02,6.733569081629032560e+00
1.320000000000000107e+01,3.230319175073490214e+02,1.045963024146094540e+02,6.762069608969712320e+00
1.330000000000000071e+01,3.232427653672531846e+02,1.050487744025989230e+02,6.790570136310392080e+00
1.340000000000000036e+01,3.234536132271573479e+02,1.055012463905883919e+02,6.819070663651071840e+00
1.350000000000000000e+01,3.236644610870615111e+02,1.059537183785778609e+02,6.847571190991750711e+00
1.360000000000000142e+01,3.238753089469656743e+02,1.064061903665673299e+02,6.876071718332431359e+00
1.370000000000000107e+01,3.240861568068698375e+02,1.068586623545567988e+02,6.904572245673110231e+00
1.380000000000000071e+01,3.242970046667740007e+02,1.073111343425462536e+02,6.933072773013789991e+00
1.390000000000000036e+01,3.245078525266781639e+02,1.077636063305357226e+02,6.961573300354469751e+00
1.400000000000000000e+01,3.247187003865823272e+02,1.082160783185251773e+02,6.990073827695149511e+00
1.410000000000000142e+01,3.249295482464864904e+02,1.086685503065146463e+02,7.018574355035829271e+00
1.420000000000000107e+01,3.251403961063906536e+02,1.091210222945041153e+02,7.047074882376509031e+00
1.430000000000000071e+01,3.253512439662947600e+02,1.095734942824935843e+02,7.075575409717187902e+00
1.440000000000000036e+01,3.255620918261989232e+02,1.100259662704830532e+02,7.104075937057867662e+00
1.450000000000000000e+01,3.257729396861030864e+02,1.104784382584725222e+02,7.132576464398547422e+00
1.460000000000000142e+01,3.259837875460072496e+02,1.109309102464619912e+02,7.161076991739227182e+00
1.470000000000000107e+01,3.261946354059114128e+02,1.113833822344514601e+02,7.189577519079906942e+00
1.480000000000000071e+01,3.264054832658155760e+02,1.118358542224409007e+02,7.218078046420586702e+00
1.490000000000000036e+01,3.266163311257197392e+02,1.122883262104303697e+02,7.246578573761266462e+00
1.500000000000000000e+01,3.268271789856239025e+02,1.127407981984198386e+02,7.275079101101945334e+00
1.510000000000000142e+01,3.270380268455280657e+02,1.131932701864093076e+02,7.303579628442625093e+00
1.520000000000000107e+01,3.272488747054322289e+02,1.136457421743987766e+02,7.332080155783304853e+00
1.530000000000000071e+01,3.274597225653363921e+02,1.140982141623882455e+02,7.360580683123984613e+00
1.540000000000000036e+01,3.276705704252405553e+02,1.145506861503777145e+02,7.389081210464664373e+00
1.550000000000000000e+01,3.278814182851447185e+02,1.150031581383671835e+02,7.417581737805344133e+00
1.560000000000000142e+01,3.280922661450488818e+02,1.154556301263566240e+02,7.446082265146023893e+00
1.570000000000000107e+01,3.283031140049530450e+02,1.159081021143460930e+02,7.474582792486703653e+00
1.580000000000000071e+01,3.285139618648571513e+02,1.163605741023355620e+02,7.503083319827382525e+00
1.590000000000000036e+01,3.287248097247613146e+02,1.168130460903250309e+02,7.531583847168062285e+00
1.600000000000000000e+01,3.289356575846654778e+02,1.172655180783144999e+02,7.560084374508742044e+00
1.610000000000000142e+01,3.291465054445696410e+02,1.177179900663039689e+02,7.588584901849421804e+00
1.619999999999999929e+01,3.293573533044738042e+02,1.181704620542934379e+02,7.617085429190101564e+00
1.630000000000000071e+01,3.295682011643779674e+02,1.186229340422829068e+02,7.645585956530781324e+00
1.640000000000000213e+01,3.297790490242821306e+02,1.190754060302723758e+02,7.674086483871461084e+00
1.650000000000000000e+01,3.299898968841862938e+02,1.195278780182618164e+02,7.702587011212139956e+00
1.660000000000000142e+01,3.302007447440904571e+02,1.199803500062512853e+02,7.731087538552819716e+00
1.669999999999999929e+01,3.304115926039946203e+02,1.204328219942407543e+02,7.759588065893499476e+00
1.680000000000000071e+01,3.306224404638987835e+02,1.208852939822302233e+02,7.788088593234179235e+00
1.690000000000000213e+01,3.308332883238029467e+02,1.213377659702196922e+02,7.816589120574859884e+00
1.700000000000000000e+01,3.310441361837071099e+02,1.217902379582091612e+02,7.845089647915538755e+00
1.710000000000000142e+01,3.312549840436112163e+02,1.222427099461986302e+02,7.873590175256218515e+00
1.719999999999999929e+01,3.314658319035154364e+02,1.226951819341880991e+02,7.902090702596897387e+00
1.730000000000000071e+01,3.316766797634195427e+02,1.231476539221775397e+02,7.930591229937577147e+00
1.740000000000000213e+01,3.318875276233237628e+02,1.236001259101670371e+02,7.959091757278257795e+00
1.750000000000000000e+01,3.320983754832278692e+02,1.240525978981564776e+02,7.987592284618936667e+00
1.760000000000000142e+01,3.323092233431320324e+02,1.245050698861459466e+02,8.016092811959616427e+00
1.769999999999999929e+01,3.325200712030361956e+02,1.249575418741354156e+02,8.044593339300295298e+00
1.780000000000000071e+01,3.327309190629403588e+02,1.254100138621248846e+02,8.073093866640975946e+00
1.790000000000000213e+01,3.329417669228445220e+02,1.258624858501143535e+02,8.101594393981656594e+00
1.800000000000000000e+01,3.331526147827486852e+02,1.263149578381038225e+02,8.130094921322335466e+00
1.810000000000000142e+01,3.333634626426528484e+02,1.267674298260932915e+02,8.158595448663014338e+00
1.819999999999999929e+01,3.335743105025570117e+02,1.272199018140827320e+02,8.187095976003693210e+00
1.830000000000000071e+01,3.337851583624611749e+02,1.276723738020722010e+02,8.215596503344373858e+00
1.840000000000000213e+01,3.339960062223653381e+02,1.281248457900616984e+02,8.244097030685054506e+00
1.850000000000000000e+01,3.342068540822695013e+02,1.285773177780511389e+02,8.272597558025733377e+00
1.860000000000000142e+01,3.344177019421736077e+02,1.290297897660406079e+02,8.301098085366412249e+00
1.869999999999999929e+01,3.346285498020778277e+02,1.294822617540300769e+02,8.329598612707091121e+00
1.880000000000000071e+01,3.348393976619819341e+02,1.299347337420195458e+02,8.358099140047771769e+00
1.890000000000000213e+01,3.350502455218861542e+02,1.303872057300090148e+02,8.386599667388452417e+00
1.900000000000000000e+01,3.352610933817902605e+02,1.308396777179984554e+02,8.415100194729131289e+00
1.910000000000000142e+01,3.354719412416944238e+02,1.312921497059879243e+02,8.443600722069810161e+00
1.920000000000000284e+01,3.356827891015985870e+02,1.317446216939774217e+02,8.472101249410492585e+00
1.930000000000000071e+01,3.358936369615027502e+02,1.321970936819668623e+02,8.500601776751171457e+00
1.940000000000000213e+01,3.361044848214069134e+02,1.326495656699563312e+02,8.529102304091850328e+00
1.950000000000000000e+01,3.363153326813110766e+02,1.331020376579458002e+02,8.557602831432529200e+00
1.960000000000000142e+01,3.365261805412152398e+02,1.335545096459352692e+02,8.586103358773208072e+00
1.970000000000000284e+01,3.367370284011194030e+02,1.340069816339247382e+02,8.614603886113890496e+00
1.980000000000000071e+01,3.369478762610235663e+02,1.344594536219142071e+02,8.643104413454569368e+00
1.990000000000000213e+01,3.371587241209277295e+02,1.349119256099036761e+02,8.671604940795248240e+00
2.000000000000000000e+01,3.373695719808318927e+02,1.353643975978931167e+02,8.700105468135927111e+00
2.010000000000000142e+01,3.375804198407359991e+02,1.358168695858825856e+02,8.728605995476607760e+00
2.020000000000000284e+01,3.377912677006402191e+02,1.362693415738720830e+02,8.757106522817288408e+00
2.030000000000000071e+01,3.380021155605443255e+02,1.367218135618615236e+02,8.785607050157967279e+00
2.040000000000000213e+01,3.382129634204485455e+02,1.371742855498509925e+02,8.814107577498646151e+00
2.050000000000000000e+01,3.384238112803526519e+02,1.376267575378404615e+02,8.842608104839325023e+00
2.060000000000000142e+01,3.386346591402568151e+02,1.380792295258299305e+02,8.871108632180005671e+00
2.070000000000000284e+01,3.388455070001609784e+02,1.385317015138193995e+02,8.899609159520686319e+00
2.080000000000000071e+01,3.390563548600651416e+02,1.389841735018088400e+02,8.928109686861365191e+00
2.090000000000000213e+01,3.392672027199693048e+02,1.394366454897983374e+02,8.956610214202044062e+00
2.100000000000000000e+01,3.394780505798734680e+02,1.398891174777877779e+02,8.985110741542722934e+00
2.110000000000000142e+01,3.396888984397776312e+02,1.403415894657772469e+02,9.013611268883403582e+00
2.120000000000000284e+01,3.398997462996817944e+02,1.407940614537667159e+02,9.042111796224084230e+00
2.130000000000000071e+01,3.401105941595859576e+02,1.412465334417561849e+02,9.070612323564763102e+00
2.140000000000000213e+01,3.403214420194901209e+02,1.416990054297456538e+02,9.099112850905443750e+00
2.150000000000000000e+01,3.403136206986690695e+02,1.421911079553322850e+02,9.123240521285220339e+00
2.160000000000000142e+01,3.402739687313009540e+02,1.426889793123131653e+02,9.146731655396548533e+00
2.170000000000000284e+01,3.402343167639327817e+02,1.431868506692940741e+02,9.170222789507878502e+00
2.180000000000000071e+01,3.401946647965646662e+02,1.436847220262749829e+02,9.193713923619206696e+00
2.190000000000000213e+01,3.401550128291965507e+02,1.441825933832558917e+02,9.217205057730534890e+00
2.200000000000000000e+01,3.401153608618283783e+02,1.446804647402367721e+02,9.240696191841863083e+00
2.210000000000000142e+01,3.400757088944602629e+02,1.451783360972176524e+02,9.264187325953191277e+00
2.220000000000000284e+01,3.400360569270921474e+02,1.456762074541985612e+02,9.287678460064521246e+00
2.230000000000000071e+01,3.399964049597239750e+02,1.461740788111794700e+02,9.311169594175849440e+00
2.240000000000000213e+01,3.399567529923558595e+02,1.466719501681603788e+02,9.334660728287179410e+00
2.250000000000000000e+01,3.399171010249877440e+02,1.471698215251412591e+02,9.358151862398505827e+00
2.260000000000000142e+01,3.398774490576195717e+02,1.476676928821221395e+02,9.381642996509835797e+00
2.270000000000000284e+01,3.398377970902514562e+02,1.481655642391030483e+02,9.405134130621163990e+00
2.280000000000000071e+01,3.397981451228833407e+02,1.486634355960839287e+02,9.428625264732492184e+00
2.290000000000000213e+01,3.397584931555151684e+02,1.491613069530648659e+02,9.452116398843822154e+00
2.300000000000000000e+01,3.397188411881470529e+02,1.496591783100457462e+02,9.475607532955150347e+00
2.310000000000000142e+01,3.396791892207789374e+02,1.501570496670266266e+02,9.499098667066478541e+00
2.320000000000000284e+01,3.396395372534107651e+02,1.506549210240075354e+02,9.522589801177808511e+00
2.330000000000000071e+01,3.395998852860426496e+02,1.511527923809884157e+02,9.546080935289136704e+00
2.340000000000000213e+01,3.395602333186745341e+02,1.516506637379693530e+02,9.569572069400464898e+00
2.350000000000000000e+01,3.395205813513064186e+02,1.521485350949502333e+02,9.593063203511793091e+00
2.360000000000000142e+01,3.394809293839382462e+02,1.526464064519311137e+02,9.616554337623121285e+00
2.370000000000000284e+01,3.394412774165701308e+02,1.531442778089120225e+02,9.640045471734451255e+00
2.380000000000000071e+01,3.394016254492020153e+02,1.536421491658929028e+02,9.663536605845779448e+00
2.390000000000000213e+01,3.393619734818338429e+02,1.541400205228738400e+02,9.687027739957109418e+00
2.400000000000000000e+01,3.393223215144657274e+02,1.546378918798547204e+02,9.710518874068437611e+00
2.410000000000000142e+01,3.392826695470976119e+02,1.551357632368356008e+02,9.734010008179765805e+00
2.420000000000000284e+01,3.392430175797294396e+02,1.556336345938165096e+02,9.757501142291093998e+00
2.430000000000000071e+01,3.392033656123613241e+02,1.561315059507973899e+02,9.780992276402422192e+00
2.440000000000000213e+01,3.391637136449932086e+02,1.566293773077783271e+02,9.804483410513752162e+00
2.450000000000000000e+01,3.391240616776250363e+02,1.571272486647592075e+02,9.827974544625080355e+00
2.460000000000000142e+01,3.390844097102569208e+02,1.576251200217400879e+02,9.851465678736408549e+00
2.470000000000000284e+01,3.390447577428888053e+02,1.581229913787209966e+02,9.874956812847738519e+00
2.480000000000000071e+01,3.390051057755206330e+02,1.586208627357018770e+02,9.898447946959066712e+00
2.490000000000000213e+01,3.389654538081525175e+02,1.591187340926828142e+02,9.921939081070394906e+00
2.500000000000000000e+01,3.389258018407844020e+02,1.596166054496636946e+02,9.945430215181723099e+00
2.510000000000000142e+01,3.388861498734162865e+02,1.601144768066445749e+02,9.968921349293053069e+00
2.520000000000000284e+01,3.388464979060481141e+02,1.606123481636254837e+02,9.992412483404381263e+00
2.530000000000000071e+01,3.388068459386799987e+02,1.611102195206063641e+02,1.001590361751570946e+01
2.540000000000000213e+01,3.387671939713118832e+02,1.616080908775873013e+02,1.003939475162703943e+01
2.550000000000000000e+01,3.387275420039437108e+02,1.621059622345681817e+02,1.006288588573836762e+01
2.560000000000000142e+01,3.386878900365755953e+02,1.626038335915490620e+02,1.008637701984969581e+01
2.570000000000000284e+01,3.386482380692074798e+02,1.631017049485299708e+02,1.010986815396102401e+01
2.580000000000000071e+01,3.386085861018393075e+02,1.635995763055108512e+02,1.013335928807235220e+01
2.590000000000000213e+01,3.385689341344711920e+02,1.640974476624917600e+02,1.015685042218368217e+01
2.600000000000000000e+01,3.385292821671030765e+02,1.645953190194726687e+02,1.018034155629501036e+01
2.610000000000000142e+01,3.384896301997349042e+02,1.650931903764535491e+02,1.020383269040633856e+01
2.620000000000000284e+01,3.384499782323667887e+02,1.655910617334344579e+02,1.022732382451766853e+01
2.630000000000000071e+01,3.384103262649986732e+02,1.660889330904153383e+02,1.025081495862899672e+01
2.640000000000000213e+01,3.383706742976305009e+02,1.665868044473962470e+02,1.027430609274032491e+01
2.650000000000000000e+01,3.383310223302623854e+02,1.670846758043771558e+02,1.029779722685165311e+01
2.660000000000000142e+01,3.382913703628942699e+02,1.675825471613580362e+02,1.032128836096298308e+01
2.670000000000000284e+01,3.382517183955260975e+02,1.680804185183389450e+02,1.034477949507431127e+01
2.680000000000000071e+01,3.382120664281579820e+02,1.685782898753198253e+02,1.036827062918563946e+01
2.690000000000000213e+01,3.381724144607898666e+02,1.690761612323007341e+02,1.039176176329696943e+01
2.700000000000000000e+01,3.381327624934217511e+02,1.695740325892816429e+02,1.041525289740829763e+01
2.710000000000000142e+01,3.380931105260535787e+02,1.700719039462625233e+02,1.043874403151962582e+01
2.720000000000000284e+01,3.380534585586854632e+02,1.705697753032434321e+02,1.046223516563095401e+01
2.730000000000000071e+01,3.380138065913173477e+02,1.710676466602243124e+02,1.048572629974228398e+01
2.740000000000000213e+01,3.379741546239491754e+02,1.715655180172052212e+02,1.050921743385361218e+01
2.750000000000000000e+01,3.379345026565810599e+02,1.720633893741861300e+02,1.053270856796494037e+01
2.760000000000000142e+01,3.378965743709880485e+02,1.725612132168120638e+02,1.055621990313327885e+01
2.770000000000000284e+01,3.379630287835773288e+02,1.730561596857580184e+02,1.058095457364533942e+01
2.780000000000000071e+01,3.380294831961666091e+02,1.735511061547039731e+02,1.060568924415740000e+01
2.790000000000000213e+01,3.380959376087559463e+02,1.740460526236499277e+02,1.063042391466946235e+01
2.800000000000000000e+01,3.381623920213452266e+02,1.745409990925958823e+02,1.065515858518152292e+01
2.810000000000000142e+01,3.382288464339345069e+02,1.750359455615418369e+02,1.067989325569358350e+01
2.820000000000000284e+01,3.382953008465237872e+02,1.755308920304878200e+02,1.070462792620564407e+01
2.830000000000000071e+01,3.383617552591131243e+02,1.760258384994337746e+02,1.072936259671770465e+01
2.840000000000000213e+01,3.384282096717024046e+02,1.765207849683797292e+02,1.075409726722976522e+01
2.850000000000000000e+01,3.384946640842916850e+02,1.770157314373256838e+02,1.077883193774182580e+01
2.860000000000000142e+01,3.385611184968810221e+02,1.775106779062716384e+02,1.080356660825388815e+01
2.870000000000000284e+01,3.386275729094703024e+02,1.780056243752175931e+02,1.082830127876594872e+01
2.880000000000000071e+01,3.386940273220595827e+02,1.785005708441635477e+02,1.085303594927800930e+01
2.890000000000000213e+01,3.387604817346488630e+02,1.789955173131095023e+02,1.087777061979006987e+01
2.900000000000000000e+01,3.388269361472382002e+02,1.794904637820554569e+02,1.090250529030213045e+01
2.910000000000000142e+01,3.388933905598274805e+02,1.799854102510014116e+02,1.092723996081419102e+01
2.920000000000000284e+01,3.389598449724167608e+02,1.804803567199473662e+02,1.095197463132625160e+01
2.930000000000000071e+01,3.390262993850060411e+02,1.809753031888933492e+02,1.097670930183831395e+01
2.940000000000000213e+01,3.390927537975953783e+02,1.814702496578393038e+02,1.100144397235037452e+01
2.950000000000000000e+01,3.391592082101846586e+02,1.819651961267852585e+02,1.102617864286243510e+01
2.960000000000000142e+01,3.392256626227739389e+02,1.824601425957312131e+02,1.105091331337449567e+01
2.970000000000000284e+01,3.392921170353632192e+02,1.829550890646771677e+02,1.107564798388655625e+01
2.980000000000000071e+01,3.393585714479525564e+02,1.834500355336231223e+02,1.110038265439861682e+01
2.990000000000000213e+01,3.394250258605418367e+02,1.839449820025690769e+02,1.112511732491067740e+01
3.000000000000000000e+01,3.394914802731311170e+02,1.844399284715150316e+02,1.114985199542273975e+01
3.010000000000000142e+01,3.395579346857204541e+02,1.849348749404609862e+02,1.117458666593480032e+01
3.020000000000000284e+01,3.396243890983097344e+02,1.854298214094069408e+02,1.119932133644686090e+01
3.030000000000000071e+01,3.396908435108990147e+02,1.859247678783528954e+02,1.122405600695892147e+01
3.040000000000000213e+01,3.397572979234882951e+02,1.864197143472988785e+02,1.124879067747098205e+01
3.050000000000000000e+01,3.398237523360776322e+02,1.869146608162448331e+02,1.127352534798304262e+01
3.060000000000000142e+01,3.398902067486669125e+02,1.874096072851907877e+02,1.129826001849510320e+01
3.070000000000000284e+01,3.399566611612561928e+02,1.879045537541367423e+02,1.132299468900716377e+01
3.080000000000000071e+01,3.400231155738454731e+02,1.883995002230826969e+02,1.134772935951922612e+01
3.090000000000000213e+01,3.400895699864348103e+02,1.888944466920286516e+02,1.137246403003128670e+01
3.100000000000000000e+01,3.401560243990240906e+02,1.893893931609746062e+02,1.139719870054334727e+01
3.110000000000000142e+01,3.402224788116133709e+02,1.898843396299205608e+02,1.142193337105540785e+01
3.120000000000000284e+01,3.402889332242027081e+02,1.903792860988665154e+02,1.144666804156746842e+01
3.130000000000000071e+01,3.403553876367919884e+02,1.908742325678124701e+02,1.147140271207952900e+01
3.140000000000000213e+01,3.404218420493812687e+02,1.913691790367584531e+02,1.149613738259158957e+01
3.150000000000000000e+01,3.404882964619705490e+02,1.918641255057044077e+02,1.152087205310365192e+01
3.160000000000000142e+01,3.405547508745598861e+02,1.923590719746503623e+02,1.154560672361571250e+01
3.170000000000000284e+01,3.406212052871491665e+02,1.928540184435963170e+02,1.157034139412777307e+01
3.180000000000000071e+01,3.406876596997384468e+02,1.933489649125422716e+02,1.159507606463983365e+01
3.190000000000000213e+01,3.407541141123277271e+02,1.938439113814882262e+02,1.161981073515189422e+01
3.200000000000000000e+01,3.408205685249170642e+02,1.943388578504341808e+02,1.164454540566395480e+01
3.210000000000000142e+01,3.408870229375063445e+02,1.948338043193801354e+02,1.166928007617601537e+01
3.220000000000000284e+01,3.409534773500956248e+02,1.953287507883260901e+02,1.169401474668807595e+01
3.230000000000000426e+01,3.410199317626849620e+02,1.958236972572720731e+02,1.171874941720013830e+01
3.239999999999999858e+01,3.410863861752742423e+02,1.963186437262179993e+02,1.174348408771219887e+01
3.250000000000000000e+01,3.411528405878635226e+02,1.968135901951639539e+02,1.176821875822425945e+01
3.260000000000000142e+01,3.412192950004528029e+02,1.973085366641099085e+02,1.179295342873632002e+01
3.270000000000000284e+01,3.412857494130421401e+02,1.978034831330558916e+02,1.181768809924838060e+01
3.280000000000000426e+01,3.413522038256314204e+02,1.982984296020018746e+02,1.184242276976044295e+01
3.289999999999999858e+01,3.414186582382207007e+02,1.987933760709478008e+02,1.186715744027250352e+01
3.300000000000000000e+01,3.414851126508099810e+02,1.992883225398937554e+02,1.189189211078456410e+01
3.310000000000000142e+01,3.415515670633993182e+02,1.997832690088397101e+02,1.191662678129662467e+01
3.320000000000000284e+01,3.416180214759885985e+02,2.002782154777856647e+02,1.194136145180868525e+01
3.330000000000000426e+01,3.416844758885778788e+02,2.007731619467316477e+02,1.196609612232074760e+01
3.339999999999999858e+01,3.417509303011671591e+02,2.012681084156775739e+02,1.199083079283280640e+01
3.350000000000000000e+01,3.418173847137564962e+02,2.017630548846235286e+02,1.201556546334486697e+01
3.360000000000000142e+01,3.418838391263457765e+02,2.022580013535695116e+02,1.204030013385692754e+01
3.370000000000000284e+01,3.419502935389350569e+02,2.027529478225154662e+02,1.206503480436898812e+01
3.380000000000000426e+01,3.420167479515243940e+02,2.032478942914614493e+02,1.208976947488105225e+01
3.389999999999999858e+01,3.420832023641136743e+02,2.037428407604073755e+02,1.211450414539311105e+01
3.400000000000000000e+01,3.421496567767029546e+02,2.042377872293533301e+02,1.213923881590517162e+01
3.410000000000000142e+01,3.422161111892922349e+02,2.047327336982992847e+02,1.216397348641723219e+01
3.420000000000000284e+01,3.422825656018815721e+02,2.052276801672452393e+02,1.218870815692929277e+01
3.430000000000000426e+01,3.423490200144708524e+02,2.057226266361912224e+02,1.221344282744135512e+01
3.439999999999999858e+01,3.424154744270601327e+02,2.062175731051371486e+02,1.223817749795341570e+01
3.450000000000000000e+01,3.424819288396494130e+02,2.067125195740831032e+02,1.226291216846547627e+01
3.460000000000000142e+01,3.425483832522387502e+02,2.072074660430290578e+02,1.228764683897753685e+01
